date;stationName;typeflag
01/26/2024 09:32:48;BAYERN 1;end_of_ad_artificial
01/26/2024 09:52:49;BremenNext;start_of_ad
01/26/2024 09:54:17;1Live;start_of_ad
01/26/2024 09:54:27;Radio RST;start_of_ad
01/26/2024 09:55:46;Antenne AC;start_of_ad
01/26/2024 09:56:50;1Live;end_of_ad
01/26/2024 09:57:31;Radio RST;end_of_ad_artificial
01/26/2024 09:58:49;Antenne AC;end_of_ad_artificial
01/26/2024 09:58:52;BremenNext;end_of_ad_artificial
01/26/2024 09:58:53;WDR 2;start_of_ad
01/26/2024 09:59:04;BAYERN 1;start_of_ad
01/26/2024 10:01:56;WDR 2;end_of_ad_artificial
01/26/2024 10:02:08;BAYERN 1;end_of_ad_artificial
01/26/2024 10:17:56;BremenNext;start_of_ad
01/26/2024 10:22:25;100,5;start_of_ad
01/26/2024 10:23:57;BremenNext;end_of_ad_artificial
01/26/2024 10:25:22;Radio RST;start_of_ad
01/26/2024 10:25:28;100,5;end_of_ad_artificial
01/26/2024 10:27:16;Antenne AC;start_of_ad
01/26/2024 10:28:14;WDR 2;start_of_ad
01/26/2024 10:28:25;Radio RST;end_of_ad_artificial
01/26/2024 10:29:27;BAYERN 1;start_of_ad
01/26/2024 10:30:19;Antenne AC;end_of_ad_artificial
01/26/2024 10:31:14;WDR 2;end_of_ad_artificial
01/26/2024 10:32:30;BAYERN 1;end_of_ad_artificial
01/26/2024 10:46:43;BremenNext;start_of_ad
01/26/2024 10:51:10;100,5;start_of_ad
01/26/2024 10:52:46;BremenNext;end_of_ad_artificial
01/26/2024 10:54:01;Radio RST;start_of_ad
01/26/2024 10:54:13;100,5;end_of_ad_artificial
01/26/2024 10:55:41;Antenne AC;start_of_ad
01/26/2024 10:56:09;1Live;start_of_ad
01/26/2024 10:57:04;Radio RST;end_of_ad_artificial
01/26/2024 10:58:31;WDR 2;start_of_ad
01/26/2024 10:58:45;Antenne AC;end_of_ad_artificial
01/26/2024 10:59:34;BAYERN 1;start_of_ad
01/26/2024 11:01:35;WDR 2;end_of_ad_artificial
01/26/2024 11:02:11;1Live;end_of_ad_artificial
01/26/2024 11:02:38;BAYERN 1;end_of_ad_artificial
01/26/2024 11:22:55;Radio RST;start_of_ad
01/26/2024 11:25:58;Radio RST;end_of_ad_artificial
01/26/2024 11:25:59;Antenne AC;start_of_ad
01/26/2024 11:28:42;WDR 2;start_of_ad
01/26/2024 11:29:02;Antenne AC;end_of_ad_artificial
01/26/2024 11:30:14;BAYERN 1;start_of_ad
01/26/2024 11:31:45;WDR 2;end_of_ad_artificial
01/26/2024 11:33:19;BAYERN 1;end_of_ad_artificial
01/26/2024 11:47:52;BremenNext;start_of_ad
01/26/2024 11:50:51;100,5;start_of_ad
01/26/2024 11:52:44;Radio RST;start_of_ad
01/26/2024 11:53:01;Antenne AC;start_of_ad
01/26/2024 11:53:54;100,5;end_of_ad_artificial
01/26/2024 11:53:55;BremenNext;end_of_ad_artificial
01/26/2024 11:55:47;Radio RST;end_of_ad_artificial
01/26/2024 11:56:04;Antenne AC;end_of_ad_artificial
01/26/2024 11:56:37;1Live;start_of_ad
01/26/2024 11:58:16;WDR 2;start_of_ad
01/26/2024 11:58:25;1Live;end_of_ad
01/26/2024 11:59:24;BAYERN 1;start_of_ad
01/26/2024 12:01:20;WDR 2;end_of_ad_artificial
01/26/2024 12:02:25;BAYERN 1;end_of_ad_artificial
01/26/2024 12:22:33;Radio RST;start_of_ad
01/26/2024 12:22:37;BremenNext;start_of_ad
01/26/2024 12:24:28;BremenNext;end_of_ad
01/26/2024 12:25:36;Radio RST;end_of_ad_artificial
01/26/2024 12:28:59;WDR 2;start_of_ad
01/26/2024 12:32:02;WDR 2;end_of_ad_artificial
01/26/2024 12:53:33;Radio RST;start_of_ad
01/26/2024 12:54:07;Antenne AC;start_of_ad
01/26/2024 12:55:33;1Live;start_of_ad
01/26/2024 12:56:35;Radio RST;end_of_ad_artificial
01/26/2024 12:56:35;BAYERN 1;start_of_ad
01/26/2024 12:57:03;1Live;end_of_ad
01/26/2024 12:57:10;Antenne AC;end_of_ad_artificial
01/26/2024 12:58:27;WDR 2;start_of_ad
01/26/2024 12:59:39;BAYERN 1;end_of_ad_artificial
01/26/2024 13:01:30;WDR 2;end_of_ad_artificial
01/26/2024 13:22:06;100,5;start_of_ad
01/26/2024 13:22:11;BremenNext;start_of_ad
01/26/2024 13:23:12;Radio RST;start_of_ad
01/26/2024 13:25:09;100,5;end_of_ad_artificial
01/26/2024 13:26:04;Antenne AC;start_of_ad
01/26/2024 13:26:15;Radio RST;end_of_ad_artificial
01/26/2024 13:28:12;BremenNext;end_of_ad_artificial
01/26/2024 13:28:51;WDR 2;start_of_ad
01/26/2024 13:29:06;Antenne AC;end_of_ad_artificial
01/26/2024 13:31:51;WDR 2;end_of_ad_artificial
01/26/2024 13:53:10;Radio RST;start_of_ad
01/26/2024 13:53:49;Antenne AC;start_of_ad
01/26/2024 13:54:18;1Live;start_of_ad
01/26/2024 13:56:13;Radio RST;end_of_ad_artificial
01/26/2024 13:56:52;Antenne AC;end_of_ad_artificial
01/26/2024 13:57:28;1Live;end_of_ad
01/26/2024 13:58:06;WDR 2;start_of_ad
01/26/2024 14:01:10;WDR 2;end_of_ad_artificial
01/26/2024 14:22:54;Radio RST;start_of_ad
01/26/2024 14:25:15;Antenne AC;start_of_ad
01/26/2024 14:25:58;Radio RST;end_of_ad_artificial
01/26/2024 14:26:13;BremenNext;start_of_ad
01/26/2024 14:28:18;Antenne AC;end_of_ad_artificial
01/26/2024 14:28:18;BAYERN 1;start_of_ad
01/26/2024 14:28:31;WDR 2;start_of_ad
01/26/2024 14:31:22;BAYERN 1;end_of_ad_artificial
01/26/2024 14:31:35;WDR 2;end_of_ad_artificial
01/26/2024 14:32:13;BremenNext;end_of_ad_artificial
01/26/2024 14:51:15;BremenNext;start_of_ad
01/26/2024 14:52:08;BremenNext;end_of_ad
01/26/2024 14:52:15;100,5;start_of_ad
01/26/2024 14:54:02;Antenne AC;start_of_ad
01/26/2024 14:55:09;1Live;start_of_ad
01/26/2024 14:55:18;100,5;end_of_ad_artificial
01/26/2024 14:56:48;1Live;end_of_ad
01/26/2024 14:57:05;Antenne AC;end_of_ad_artificial
01/26/2024 14:59:09;BAYERN 1;start_of_ad
01/26/2024 14:59:14;WDR 2;start_of_ad
01/26/2024 15:02:13;BAYERN 1;end_of_ad_artificial
01/26/2024 15:02:15;WDR 2;end_of_ad_artificial
01/26/2024 15:21:44;Radio RST;start_of_ad
01/26/2024 15:24:25;100,5;start_of_ad
01/26/2024 15:24:47;Radio RST;end_of_ad_artificial
01/26/2024 15:24:53;BremenNext;start_of_ad
01/26/2024 15:25:45;Antenne AC;start_of_ad
01/26/2024 15:27:28;100,5;end_of_ad_artificial
01/26/2024 15:28:08;BAYERN 1;start_of_ad
01/26/2024 15:28:48;Antenne AC;end_of_ad_artificial
01/26/2024 15:28:59;WDR 2;start_of_ad
01/26/2024 15:30:54;BremenNext;end_of_ad_artificial
01/26/2024 15:31:12;BAYERN 1;end_of_ad_artificial
01/26/2024 15:32:03;WDR 2;end_of_ad_artificial
01/26/2024 15:49:41;100,5;start_of_ad
01/26/2024 15:52:45;100,5;end_of_ad_artificial
01/26/2024 15:53:36;Radio RST;start_of_ad
01/26/2024 15:54:38;BremenNext;start_of_ad
01/26/2024 15:54:54;Antenne AC;start_of_ad
01/26/2024 15:55:02;1Live;start_of_ad
01/26/2024 15:56:39;Radio RST;end_of_ad_artificial
01/26/2024 15:57:58;Antenne AC;end_of_ad_artificial
01/26/2024 15:58:48;WDR 2;start_of_ad
01/26/2024 15:58:59;BAYERN 1;start_of_ad
01/26/2024 16:00:38;BremenNext;end_of_ad_artificial
01/26/2024 16:01:05;1Live;end_of_ad_artificial
01/26/2024 16:01:49;WDR 2;end_of_ad_artificial
01/26/2024 16:02:03;BAYERN 1;end_of_ad_artificial
01/26/2024 16:28:36;WDR 2;start_of_ad
01/26/2024 16:31:36;WDR 2;end_of_ad_artificial
01/26/2024 16:50:17;100,5;start_of_ad
01/26/2024 16:53:20;100,5;end_of_ad_artificial
01/26/2024 16:53:31;Antenne AC;start_of_ad
01/26/2024 16:54:03;1Live;start_of_ad
01/26/2024 16:56:34;Antenne AC;end_of_ad_artificial
01/26/2024 16:56:59;1Live;end_of_ad
01/26/2024 16:58:23;WDR 2;start_of_ad
01/26/2024 16:58:45;BAYERN 1;start_of_ad
01/26/2024 17:01:27;WDR 2;end_of_ad_artificial
01/26/2024 17:01:47;BAYERN 1;end_of_ad_artificial
01/26/2024 17:22:23;BremenNext;start_of_ad
01/26/2024 17:24:11;BremenNext;end_of_ad
01/26/2024 17:25:52;Antenne AC;start_of_ad
01/26/2024 17:28:55;Antenne AC;end_of_ad_artificial
01/26/2024 17:28:58;BAYERN 1;start_of_ad
01/26/2024 17:29:05;WDR 2;start_of_ad
01/26/2024 17:31:59;BAYERN 1;end_of_ad_artificial
01/26/2024 17:32:06;WDR 2;end_of_ad_artificial
01/26/2024 17:54:14;Radio RST;start_of_ad
01/26/2024 17:54:26;Antenne AC;start_of_ad
01/26/2024 17:55:06;1Live;start_of_ad
01/26/2024 17:57:16;Radio RST;end_of_ad_artificial
01/26/2024 17:57:29;Antenne AC;end_of_ad_artificial
01/26/2024 17:58:42;WDR 2;start_of_ad
01/26/2024 18:01:07;1Live;end_of_ad_artificial
01/26/2024 18:01:43;WDR 2;end_of_ad_artificial
01/26/2024 18:23:31;Radio RST;start_of_ad
01/26/2024 18:26:34;Radio RST;end_of_ad_artificial
01/26/2024 18:53:59;Radio RST;start_of_ad
01/26/2024 18:54:34;Antenne AC;start_of_ad
01/26/2024 18:54:36;1Live;start_of_ad
01/26/2024 18:56:04;BremenNext;start_of_ad
01/26/2024 18:56:55;1Live;end_of_ad
01/26/2024 18:57:02;Radio RST;end_of_ad_artificial
01/26/2024 18:57:35;WDR 2;start_of_ad
01/26/2024 18:57:37;Antenne AC;end_of_ad_artificial
01/26/2024 18:59:44;BAYERN 1;start_of_ad
01/26/2024 19:00:35;WDR 2;end_of_ad_artificial
01/26/2024 19:01:35;100,5;start_of_ad
01/26/2024 19:02:08;BremenNext;end_of_ad_artificial
01/26/2024 19:02:46;BAYERN 1;end_of_ad_artificial
01/26/2024 19:04:38;100,5;end_of_ad_artificial
01/26/2024 19:23:31;Radio RST;start_of_ad
01/26/2024 19:26:34;Radio RST;end_of_ad_artificial
01/26/2024 19:55:05;Radio RST;start_of_ad
01/26/2024 19:55:40;Antenne AC;start_of_ad
01/26/2024 19:57:18;1Live;start_of_ad
01/26/2024 19:58:08;Radio RST;end_of_ad_artificial
01/26/2024 19:58:43;Antenne AC;end_of_ad_artificial
01/26/2024 19:58:59;WDR 2;start_of_ad
01/26/2024 20:02:01;WDR 2;end_of_ad_artificial
01/26/2024 20:03:23;1Live;end_of_ad_artificial
01/26/2024 20:57:08;Radio RST;start_of_ad
01/26/2024 20:57:42;Antenne AC;start_of_ad
01/26/2024 21:00:11;Radio RST;end_of_ad_artificial
01/26/2024 21:00:46;Antenne AC;end_of_ad_artificial
01/26/2024 21:31:05;100,5;start_of_ad
01/26/2024 21:34:08;100,5;end_of_ad_artificial
01/26/2024 21:56:28;Radio RST;start_of_ad
01/26/2024 21:57:03;Antenne AC;start_of_ad
01/26/2024 21:59:31;Radio RST;end_of_ad_artificial
01/26/2024 22:00:06;Antenne AC;end_of_ad_artificial
01/26/2024 22:28:46;100,5;start_of_ad
01/26/2024 22:31:49;100,5;end_of_ad_artificial
01/26/2024 22:57:00;Antenne AC;start_of_ad
01/26/2024 22:57:09;Radio RST;start_of_ad
01/26/2024 23:00:04;Antenne AC;end_of_ad_artificial
01/26/2024 23:00:13;Radio RST;end_of_ad_artificial
01/27/2024 06:16:48;100,5;start_of_ad
01/27/2024 06:19:51;100,5;end_of_ad_artificial
01/27/2024 06:24:34;Antenne AC;start_of_ad
01/27/2024 06:27:37;Antenne AC;end_of_ad_artificial
01/27/2024 06:30:09;WDR 2;start_of_ad
01/27/2024 06:30:56;BAYERN 1;start_of_ad
01/27/2024 06:33:13;WDR 2;end_of_ad_artificial
01/27/2024 06:33:59;BAYERN 1;end_of_ad_artificial
01/27/2024 06:47:30;BremenNext;start_of_ad
01/27/2024 06:48:48;BremenNext;end_of_ad
01/27/2024 06:55:47;Radio RST;start_of_ad
01/27/2024 06:56:00;Antenne AC;start_of_ad
01/27/2024 06:56:25;1Live;start_of_ad
01/27/2024 06:58:50;Radio RST;end_of_ad_artificial
01/27/2024 06:59:03;Antenne AC;end_of_ad_artificial
01/27/2024 06:59:14;BAYERN 1;start_of_ad
01/27/2024 06:59:29;WDR 2;start_of_ad
01/27/2024 07:02:17;BAYERN 1;end_of_ad_artificial
01/27/2024 07:02:29;1Live;end_of_ad_artificial
01/27/2024 07:02:33;WDR 2;end_of_ad_artificial
01/27/2024 07:18:22;100,5;start_of_ad
01/27/2024 07:18:51;BremenNext;start_of_ad
01/27/2024 07:20:18;BremenNext;end_of_ad
01/27/2024 07:21:25;100,5;end_of_ad_artificial
01/27/2024 07:23:33;Radio RST;start_of_ad
01/27/2024 07:26:15;Antenne AC;start_of_ad
01/27/2024 07:26:36;Radio RST;end_of_ad_artificial
01/27/2024 07:29:18;Antenne AC;end_of_ad_artificial
01/27/2024 07:29:51;BAYERN 1;start_of_ad
01/27/2024 07:29:53;WDR 2;start_of_ad
01/27/2024 07:32:53;BAYERN 1;end_of_ad_artificial
01/27/2024 07:32:53;WDR 2;end_of_ad_artificial
01/27/2024 07:46:56;BremenNext;start_of_ad
01/27/2024 07:48:29;BremenNext;end_of_ad
01/27/2024 07:54:02;1Live;start_of_ad
01/27/2024 07:54:46;Radio RST;start_of_ad
01/27/2024 07:55:21;Antenne AC;start_of_ad
01/27/2024 07:57:12;1Live;end_of_ad
01/27/2024 07:57:48;Radio RST;end_of_ad_artificial
01/27/2024 07:58:09;WDR 2;start_of_ad
01/27/2024 07:58:23;Antenne AC;end_of_ad_artificial
01/27/2024 07:59:08;BAYERN 1;start_of_ad
01/27/2024 08:01:09;WDR 2;end_of_ad_artificial
01/27/2024 08:02:10;BAYERN 1;end_of_ad_artificial
01/27/2024 08:18:49;BremenNext;start_of_ad
01/27/2024 08:23:33;Radio RST;start_of_ad
01/27/2024 08:24:53;BremenNext;end_of_ad_artificial
01/27/2024 08:25:18;Antenne AC;start_of_ad
01/27/2024 08:26:35;Radio RST;end_of_ad_artificial
01/27/2024 08:28:21;Antenne AC;end_of_ad_artificial
01/27/2024 08:31:16;BAYERN 1;start_of_ad
01/27/2024 08:34:17;BAYERN 1;end_of_ad_artificial
01/27/2024 08:46:33;BremenNext;start_of_ad
01/27/2024 08:47:47;Antenne AC;start_of_ad
01/27/2024 08:48:20;BremenNext;end_of_ad
01/27/2024 08:50:50;Antenne AC;end_of_ad_artificial
01/27/2024 08:53:30;Radio RST;start_of_ad
01/27/2024 08:53:51;1Live;start_of_ad
01/27/2024 08:56:33;Radio RST;end_of_ad_artificial
01/27/2024 08:58:09;WDR 2;start_of_ad
01/27/2024 08:59:46;BAYERN 1;start_of_ad
01/27/2024 08:59:55;1Live;end_of_ad_artificial
01/27/2024 09:01:10;WDR 2;end_of_ad_artificial
01/27/2024 09:02:48;BAYERN 1;end_of_ad_artificial
01/27/2024 09:18:48;BremenNext;start_of_ad
01/27/2024 09:24:49;BremenNext;end_of_ad_artificial
01/27/2024 09:28:27;WDR 2;start_of_ad
01/27/2024 09:28:59;BAYERN 1;start_of_ad
01/27/2024 09:31:29;WDR 2;end_of_ad_artificial
01/27/2024 09:32:03;BAYERN 1;end_of_ad_artificial
01/27/2024 09:37:18;Radio RST;start_of_ad
01/27/2024 09:40:21;Radio RST;end_of_ad_artificial
01/27/2024 09:45:07;BremenNext;start_of_ad
01/27/2024 09:47:18;BremenNext;end_of_ad
01/27/2024 09:52:19;Radio RST;start_of_ad
01/27/2024 09:53:34;Antenne AC;start_of_ad
01/27/2024 09:54:45;1Live;start_of_ad
01/27/2024 09:55:22;Radio RST;end_of_ad_artificial
01/27/2024 09:56:37;Antenne AC;end_of_ad_artificial
01/27/2024 09:57:43;1Live;end_of_ad
01/27/2024 09:58:17;WDR 2;start_of_ad
01/27/2024 09:58:26;BAYERN 1;start_of_ad
01/27/2024 10:01:18;WDR 2;end_of_ad_artificial
01/27/2024 10:01:29;BAYERN 1;end_of_ad_artificial
01/27/2024 10:21:33;Radio RST;start_of_ad
01/27/2024 10:24:36;Radio RST;end_of_ad_artificial
01/27/2024 10:26:45;Antenne AC;start_of_ad
01/27/2024 10:27:06;BremenNext;start_of_ad
01/27/2024 10:27:54;WDR 2;start_of_ad
01/27/2024 10:29:48;Antenne AC;end_of_ad_artificial
01/27/2024 10:30:56;WDR 2;end_of_ad_artificial
01/27/2024 10:33:09;BremenNext;end_of_ad_artificial
01/27/2024 10:50:48;100,5;start_of_ad
01/27/2024 10:52:30;Antenne AC;start_of_ad
01/27/2024 10:52:34;Radio RST;start_of_ad
01/27/2024 10:53:51;100,5;end_of_ad_artificial
01/27/2024 10:55:23;1Live;start_of_ad
01/27/2024 10:55:33;Antenne AC;end_of_ad_artificial
01/27/2024 10:55:37;Radio RST;end_of_ad_artificial
01/27/2024 10:56:44;BremenNext;start_of_ad
01/27/2024 10:58:53;BAYERN 1;start_of_ad
01/27/2024 10:59:01;WDR 2;start_of_ad
01/27/2024 10:59:16;BremenNext;end_of_ad
01/27/2024 11:01:27;1Live;end_of_ad_artificial
01/27/2024 11:01:55;BAYERN 1;end_of_ad_artificial
01/27/2024 11:02:02;WDR 2;end_of_ad_artificial
01/27/2024 11:20:55;Radio RST;start_of_ad
01/27/2024 11:23:17;100,5;start_of_ad
01/27/2024 11:23:58;Radio RST;end_of_ad_artificial
01/27/2024 11:26:12;Antenne AC;start_of_ad
01/27/2024 11:26:20;100,5;end_of_ad_artificial
01/27/2024 11:28:04;WDR 2;start_of_ad
01/27/2024 11:29:15;Antenne AC;end_of_ad_artificial
01/27/2024 11:29:45;BAYERN 1;start_of_ad
01/27/2024 11:31:05;WDR 2;end_of_ad_artificial
01/27/2024 11:32:49;BAYERN 1;end_of_ad_artificial
01/27/2024 11:53:47;BremenNext;start_of_ad
01/27/2024 11:54:06;Radio RST;start_of_ad
01/27/2024 11:54:15;Antenne AC;start_of_ad
01/27/2024 11:54:53;1Live;start_of_ad
01/27/2024 11:55:53;BremenNext;end_of_ad
01/27/2024 11:57:09;Radio RST;end_of_ad_artificial
01/27/2024 11:57:13;1Live;end_of_ad
01/27/2024 11:57:18;Antenne AC;end_of_ad_artificial
01/27/2024 11:59:36;WDR 2;start_of_ad
01/27/2024 12:02:38;WDR 2;end_of_ad_artificial
01/27/2024 12:23:29;Radio RST;start_of_ad
01/27/2024 12:23:36;100,5;start_of_ad
01/27/2024 12:24:52;Antenne AC;start_of_ad
01/27/2024 12:26:32;Radio RST;end_of_ad_artificial
01/27/2024 12:26:39;100,5;end_of_ad_artificial
01/27/2024 12:27:55;Antenne AC;end_of_ad_artificial
01/27/2024 12:29:50;WDR 2;start_of_ad
01/27/2024 12:32:51;WDR 2;end_of_ad_artificial
01/27/2024 12:52:48;Antenne AC;start_of_ad
01/27/2024 12:55:16;1Live;start_of_ad
01/27/2024 12:55:51;Antenne AC;end_of_ad_artificial
01/27/2024 12:57:22;1Live;end_of_ad
01/27/2024 12:58:36;WDR 2;start_of_ad
01/27/2024 12:59:29;BAYERN 1;start_of_ad
01/27/2024 13:01:37;WDR 2;end_of_ad_artificial
01/27/2024 13:02:34;BAYERN 1;end_of_ad_artificial
01/27/2024 13:23:24;100,5;start_of_ad
01/27/2024 13:24:34;BremenNext;start_of_ad
01/27/2024 13:26:27;100,5;end_of_ad_artificial
01/27/2024 13:26:51;Antenne AC;start_of_ad
01/27/2024 13:28:50;WDR 2;start_of_ad
01/27/2024 13:29:54;Antenne AC;end_of_ad_artificial
01/27/2024 13:30:00;BAYERN 1;start_of_ad
01/27/2024 13:30:36;BremenNext;end_of_ad_artificial
01/27/2024 13:31:50;WDR 2;end_of_ad_artificial
01/27/2024 13:33:02;BAYERN 1;end_of_ad_artificial
01/27/2024 13:53:22;Radio RST;start_of_ad
01/27/2024 13:53:57;Antenne AC;start_of_ad
01/27/2024 13:56:12;BremenNext;start_of_ad
01/27/2024 13:56:25;Radio RST;end_of_ad_artificial
01/27/2024 13:57:00;Antenne AC;end_of_ad_artificial
01/27/2024 13:57:24;1Live;start_of_ad
01/27/2024 13:59:10;WDR 2;start_of_ad
01/27/2024 13:59:20;BAYERN 1;start_of_ad
01/27/2024 14:02:10;WDR 2;end_of_ad_artificial
01/27/2024 14:02:14;BremenNext;end_of_ad_artificial
01/27/2024 14:02:24;BAYERN 1;end_of_ad_artificial
01/27/2024 14:03:24;1Live;end_of_ad_artificial
01/27/2024 14:23:28;Radio RST;start_of_ad
01/27/2024 14:24:02;100,5;start_of_ad
01/27/2024 14:25:11;Antenne AC;start_of_ad
01/27/2024 14:26:29;Radio RST;end_of_ad_artificial
01/27/2024 14:27:04;100,5;end_of_ad_artificial
01/27/2024 14:28:14;Antenne AC;end_of_ad_artificial
01/27/2024 14:28:33;WDR 2;start_of_ad
01/27/2024 14:29:01;BAYERN 1;start_of_ad
01/27/2024 14:31:34;WDR 2;end_of_ad_artificial
01/27/2024 14:32:05;BAYERN 1;end_of_ad_artificial
01/27/2024 14:39:41;Antenne AC;start_of_ad
01/27/2024 14:42:44;Antenne AC;end_of_ad_artificial
01/27/2024 14:51:24;BremenNext;start_of_ad
01/27/2024 14:53:41;Antenne AC;start_of_ad
01/27/2024 14:56:43;1Live;start_of_ad
01/27/2024 14:56:44;Antenne AC;end_of_ad_artificial
01/27/2024 14:57:26;BremenNext;end_of_ad_artificial
01/27/2024 14:57:53;1Live;end_of_ad
01/27/2024 14:59:09;WDR 2;start_of_ad
01/27/2024 15:02:13;WDR 2;end_of_ad_artificial
01/27/2024 15:21:17;BremenNext;start_of_ad
01/27/2024 15:22:39;BremenNext;end_of_ad
01/27/2024 15:26:55;WDR 2;start_of_ad
01/27/2024 15:27:49;Antenne AC;start_of_ad
01/27/2024 15:29:59;WDR 2;end_of_ad_artificial
01/27/2024 15:30:52;Antenne AC;end_of_ad_artificial
01/27/2024 15:54:11;Radio RST;start_of_ad
01/27/2024 15:54:52;1Live;start_of_ad
01/27/2024 15:55:26;Antenne AC;start_of_ad
01/27/2024 15:55:29;BremenNext;start_of_ad
01/27/2024 15:57:15;Radio RST;end_of_ad_artificial
01/27/2024 15:57:20;1Live;end_of_ad
01/27/2024 15:58:29;Antenne AC;end_of_ad_artificial
01/27/2024 15:58:45;WDR 2;start_of_ad
01/27/2024 16:01:32;BremenNext;end_of_ad_artificial
01/27/2024 16:01:46;WDR 2;end_of_ad_artificial
01/27/2024 16:24:14;BAYERN 1;start_of_ad
01/27/2024 16:24:19;BremenNext;start_of_ad
01/27/2024 16:26:32;Antenne AC;start_of_ad
01/27/2024 16:27:16;BAYERN 1;end_of_ad_artificial
01/27/2024 16:29:35;Antenne AC;end_of_ad_artificial
01/27/2024 16:30:23;BremenNext;end_of_ad_artificial
01/27/2024 16:30:55;WDR 2;start_of_ad
01/27/2024 16:33:59;WDR 2;end_of_ad_artificial
01/27/2024 16:49:56;BremenNext;start_of_ad
01/27/2024 16:51:11;BremenNext;end_of_ad
01/27/2024 16:52:03;100,5;start_of_ad
01/27/2024 16:52:30;BAYERN 1;start_of_ad
01/27/2024 16:52:39;WDR 2;start_of_ad
01/27/2024 16:55:06;100,5;end_of_ad_artificial
01/27/2024 16:55:32;BAYERN 1;end_of_ad_artificial
01/27/2024 16:55:39;WDR 2;end_of_ad_artificial
01/27/2024 16:55:41;Antenne AC;start_of_ad
01/27/2024 16:55:45;1Live;start_of_ad
01/27/2024 16:57:52;1Live;end_of_ad
01/27/2024 16:58:44;Antenne AC;end_of_ad_artificial
01/27/2024 17:23:35;BremenNext;start_of_ad
01/27/2024 17:24:29;BremenNext;end_of_ad
01/27/2024 17:28:04;Antenne AC;start_of_ad
01/27/2024 17:31:07;Antenne AC;end_of_ad_artificial
01/27/2024 17:33:00;WDR 2;start_of_ad
01/27/2024 17:33:35;BAYERN 1;start_of_ad
01/27/2024 17:36:03;WDR 2;end_of_ad_artificial
01/27/2024 17:36:38;BAYERN 1;end_of_ad_artificial
01/27/2024 17:50:18;BremenNext;start_of_ad
01/27/2024 17:50:40;100,5;start_of_ad
01/27/2024 17:51:10;BremenNext;end_of_ad
01/27/2024 17:53:44;100,5;end_of_ad_artificial
01/27/2024 17:53:51;BAYERN 1;start_of_ad
01/27/2024 17:54:31;Radio RST;start_of_ad
01/27/2024 17:55:10;Antenne AC;start_of_ad
01/27/2024 17:55:12;1Live;start_of_ad
01/27/2024 17:56:53;BAYERN 1;end_of_ad_artificial
01/27/2024 17:57:19;1Live;end_of_ad
01/27/2024 17:57:34;Radio RST;end_of_ad_artificial
01/27/2024 17:58:13;Antenne AC;end_of_ad_artificial
01/27/2024 17:58:48;WDR 2;start_of_ad
01/27/2024 18:01:48;WDR 2;end_of_ad_artificial
01/27/2024 18:42:35;BremenNext;start_of_ad
01/27/2024 18:43:33;BremenNext;end_of_ad
01/27/2024 18:53:58;100,5;start_of_ad
01/27/2024 18:55:55;1Live;start_of_ad
01/27/2024 18:56:38;Radio RST;start_of_ad
01/27/2024 18:56:43;1Live;end_of_ad
01/27/2024 18:57:02;100,5;end_of_ad_artificial
01/27/2024 18:57:12;Antenne AC;start_of_ad
01/27/2024 18:59:41;Radio RST;end_of_ad_artificial
01/27/2024 19:00:10;WDR 2;start_of_ad
01/27/2024 19:00:16;Antenne AC;end_of_ad_artificial
01/27/2024 19:03:12;WDR 2;end_of_ad_artificial
01/27/2024 19:30:18;BAYERN 1;start_of_ad
01/27/2024 19:33:21;BAYERN 1;end_of_ad_artificial
01/27/2024 19:56:12;Radio RST;start_of_ad
01/27/2024 19:56:46;Antenne AC;start_of_ad
01/27/2024 19:59:14;Radio RST;end_of_ad_artificial
01/27/2024 19:59:49;Antenne AC;end_of_ad_artificial
01/28/2024 06:57:09;Antenne AC;start_of_ad
01/28/2024 06:57:23;Radio RST;start_of_ad
01/28/2024 07:00:12;Antenne AC;end_of_ad_artificial
01/28/2024 07:00:26;Radio RST;end_of_ad_artificial
01/28/2024 07:56:08;Antenne AC;start_of_ad
01/28/2024 07:56:17;Radio RST;start_of_ad
01/28/2024 07:59:11;Antenne AC;end_of_ad_artificial
01/28/2024 07:59:20;Radio RST;end_of_ad_artificial
01/28/2024 08:23:36;Radio RST;start_of_ad
01/28/2024 08:26:39;Radio RST;end_of_ad_artificial
01/28/2024 08:48:18;100,5;start_of_ad
01/28/2024 08:51:21;100,5;end_of_ad_artificial
01/28/2024 08:55:45;Antenne AC;start_of_ad
01/28/2024 08:58:48;Antenne AC;end_of_ad_artificial
01/28/2024 09:26:58;Radio RST;start_of_ad
01/28/2024 09:27:02;Antenne AC;start_of_ad
01/28/2024 09:30:01;Radio RST;end_of_ad_artificial
01/28/2024 09:30:05;Antenne AC;end_of_ad_artificial
01/28/2024 09:52:50;100,5;start_of_ad
01/28/2024 09:55:51;100,5;end_of_ad_artificial
01/28/2024 09:55:56;Antenne AC;start_of_ad
01/28/2024 09:56:01;Radio RST;start_of_ad
01/28/2024 09:58:59;Antenne AC;end_of_ad_artificial
01/28/2024 09:59:04;Radio RST;end_of_ad_artificial
01/28/2024 10:25:02;100,5;start_of_ad
01/28/2024 10:26:26;Radio RST;start_of_ad
01/28/2024 10:28:05;100,5;end_of_ad_artificial
01/28/2024 10:29:28;Radio RST;end_of_ad_artificial
01/28/2024 10:51:51;100,5;start_of_ad
