date;stationName;typeflag
01/22/2024 10:27:16;Antenne AC;start_of_ad
01/22/2024 10:27:48;100,5;end_of_ad_artificial
01/22/2024 10:28:32;WDR 2;start_of_ad
01/22/2024 10:30:10;BAYERN 1;start_of_ad
01/22/2024 10:30:20;Antenne AC;end_of_ad_artificial
01/22/2024 10:31:35;WDR 2;end_of_ad_artificial
01/22/2024 10:33:13;BAYERN 1;end_of_ad_artificial
01/22/2024 10:43:00;BremenNext;start_of_ad
01/22/2024 10:44:21;BremenNext;end_of_ad
01/22/2024 10:55:37;Antenne AC;start_of_ad
01/22/2024 10:57:44;1Live;start_of_ad
01/22/2024 10:58:41;Antenne AC;end_of_ad_artificial
01/22/2024 10:59:33;BAYERN 1;start_of_ad
01/22/2024 11:02:37;BAYERN 1;end_of_ad_artificial
01/22/2024 11:03:46;1Live;end_of_ad_artificial
01/22/2024 11:19:42;BremenNext;start_of_ad
01/22/2024 11:25:45;BremenNext;end_of_ad_artificial
01/22/2024 11:29:08;WDR 2;start_of_ad
01/22/2024 11:29:51;BAYERN 1;start_of_ad
01/22/2024 11:32:10;WDR 2;end_of_ad_artificial
01/22/2024 11:32:55;BAYERN 1;end_of_ad_artificial
01/22/2024 11:45:07;BremenNext;start_of_ad
01/22/2024 11:46:45;BremenNext;end_of_ad
01/22/2024 11:51:14;100,5;start_of_ad
01/22/2024 11:53:23;Radio RST;start_of_ad
01/22/2024 11:53:34;Antenne AC;start_of_ad
01/22/2024 11:54:15;100,5;end_of_ad_artificial
01/22/2024 11:55:25;1Live;start_of_ad
01/22/2024 11:56:26;Radio RST;end_of_ad_artificial
01/22/2024 11:56:37;Antenne AC;end_of_ad_artificial
01/22/2024 11:58:51;WDR 2;start_of_ad
01/22/2024 11:59:10;BAYERN 1;start_of_ad
01/22/2024 12:01:27;1Live;end_of_ad_artificial
01/22/2024 12:01:55;WDR 2;end_of_ad_artificial
01/22/2024 12:02:13;BAYERN 1;end_of_ad_artificial
01/22/2024 12:27:16;Antenne AC;start_of_ad
01/22/2024 12:29:20;WDR 2;start_of_ad
01/22/2024 12:30:20;Antenne AC;end_of_ad_artificial
01/22/2024 12:32:22;WDR 2;end_of_ad_artificial
01/22/2024 12:45:06;BremenNext;start_of_ad
01/22/2024 12:46:30;BremenNext;end_of_ad
01/22/2024 12:52:56;Radio RST;start_of_ad
01/22/2024 12:53:12;Antenne AC;start_of_ad
01/22/2024 12:55:46;1Live;start_of_ad
01/22/2024 12:55:59;Radio RST;end_of_ad_artificial
01/22/2024 12:56:15;Antenne AC;end_of_ad_artificial
01/22/2024 12:56:34;BAYERN 1;start_of_ad
01/22/2024 12:59:37;BAYERN 1;end_of_ad_artificial
01/22/2024 12:59:47;WDR 2;start_of_ad
01/22/2024 13:01:47;1Live;end_of_ad_artificial
01/22/2024 13:02:47;WDR 2;end_of_ad_artificial
01/22/2024 13:21:40;BremenNext;start_of_ad
01/22/2024 13:23:41;100,5;start_of_ad
01/22/2024 13:24:22;Radio RST;start_of_ad
01/22/2024 13:26:24;Antenne AC;start_of_ad
01/22/2024 13:26:44;100,5;end_of_ad_artificial
01/22/2024 13:27:25;Radio RST;end_of_ad_artificial
01/22/2024 13:27:44;BremenNext;end_of_ad_artificial
01/22/2024 13:28:18;WDR 2;start_of_ad
01/22/2024 13:29:26;Antenne AC;end_of_ad_artificial
01/22/2024 13:29:36;BAYERN 1;start_of_ad
01/22/2024 13:31:21;WDR 2;end_of_ad_artificial
01/22/2024 13:32:40;BAYERN 1;end_of_ad_artificial
01/22/2024 13:46:57;BremenNext;start_of_ad
01/22/2024 13:48:16;BremenNext;end_of_ad
01/22/2024 13:50:14;100,5;start_of_ad
01/22/2024 13:53:16;100,5;end_of_ad_artificial
01/22/2024 13:53:49;Radio RST;start_of_ad
01/22/2024 13:54:05;Antenne AC;start_of_ad
01/22/2024 13:55:20;1Live;start_of_ad
01/22/2024 13:56:50;Radio RST;end_of_ad_artificial
01/22/2024 13:57:06;Antenne AC;end_of_ad_artificial
01/22/2024 13:58:14;WDR 2;start_of_ad
01/22/2024 13:59:13;BAYERN 1;start_of_ad
01/22/2024 14:01:15;WDR 2;end_of_ad_artificial
01/22/2024 14:01:23;1Live;end_of_ad_artificial
01/22/2024 14:02:14;BAYERN 1;end_of_ad_artificial
01/22/2024 14:24:25;100,5;start_of_ad
01/22/2024 14:25:06;BremenNext;start_of_ad
01/22/2024 14:25:07;Antenne AC;start_of_ad
01/22/2024 14:27:28;100,5;end_of_ad_artificial
01/22/2024 14:28:09;Antenne AC;end_of_ad_artificial
01/22/2024 14:28:25;WDR 2;start_of_ad
01/22/2024 14:31:10;BremenNext;end_of_ad_artificial
01/22/2024 14:31:27;WDR 2;end_of_ad_artificial
01/22/2024 14:51:16;BremenNext;start_of_ad
01/22/2024 14:52:39;BremenNext;end_of_ad
01/22/2024 14:54:37;Antenne AC;start_of_ad
01/22/2024 14:55:22;1Live;start_of_ad
01/22/2024 14:57:05;1Live;end_of_ad
01/22/2024 14:57:41;Antenne AC;end_of_ad_artificial
01/22/2024 14:58:02;BAYERN 1;start_of_ad
01/22/2024 14:59:07;WDR 2;start_of_ad
01/22/2024 15:01:04;BAYERN 1;end_of_ad_artificial
01/22/2024 15:02:09;WDR 2;end_of_ad_artificial
01/22/2024 15:24:04;100,5;start_of_ad
01/22/2024 15:27:07;100,5;end_of_ad_artificial
01/22/2024 15:29:41;WDR 2;start_of_ad
01/22/2024 15:32:42;WDR 2;end_of_ad_artificial
01/22/2024 15:52:57;100,5;start_of_ad
01/22/2024 15:55:05;Antenne AC;start_of_ad
01/22/2024 15:56:00;100,5;end_of_ad_artificial
01/22/2024 15:58:07;Antenne AC;end_of_ad_artificial
01/22/2024 15:59:11;WDR 2;start_of_ad
01/22/2024 15:59:38;BAYERN 1;start_of_ad
01/22/2024 16:02:12;WDR 2;end_of_ad_artificial
01/22/2024 16:02:40;BAYERN 1;end_of_ad_artificial
01/22/2024 16:22:29;Radio RST;start_of_ad
01/22/2024 16:25:11;BremenNext;start_of_ad
01/22/2024 16:25:12;Antenne AC;start_of_ad
01/22/2024 16:25:32;Radio RST;end_of_ad_artificial
01/22/2024 16:26:25;BremenNext;end_of_ad
01/22/2024 16:28:15;Antenne AC;end_of_ad_artificial
01/22/2024 16:29:02;WDR 2;start_of_ad
01/22/2024 16:29:29;BAYERN 1;start_of_ad
01/22/2024 16:32:03;WDR 2;end_of_ad_artificial
01/22/2024 16:32:30;BAYERN 1;end_of_ad_artificial
01/22/2024 16:51:45;BremenNext;start_of_ad
01/22/2024 16:53:04;BremenNext;end_of_ad
01/22/2024 16:55:18;Radio RST;start_of_ad
01/22/2024 16:55:57;Antenne AC;start_of_ad
01/22/2024 16:56:36;1Live;start_of_ad
01/22/2024 16:58:12;1Live;end_of_ad
01/22/2024 16:58:21;Radio RST;end_of_ad_artificial
01/22/2024 16:59:00;WDR 2;start_of_ad
01/22/2024 16:59:01;Antenne AC;end_of_ad_artificial
01/22/2024 16:59:09;BAYERN 1;start_of_ad
01/22/2024 17:02:02;WDR 2;end_of_ad_artificial
01/22/2024 17:02:12;BAYERN 1;end_of_ad_artificial
01/22/2024 17:23:45;100,5;start_of_ad
01/22/2024 17:26:13;Antenne AC;start_of_ad
01/22/2024 17:26:47;100,5;end_of_ad_artificial
01/22/2024 17:28:39;WDR 2;start_of_ad
01/22/2024 17:28:40;BAYERN 1;start_of_ad
01/22/2024 17:28:49;BremenNext;start_of_ad
01/22/2024 17:29:16;Antenne AC;end_of_ad_artificial
01/22/2024 17:31:40;WDR 2;end_of_ad_artificial
01/22/2024 17:31:43;BAYERN 1;end_of_ad_artificial
01/22/2024 17:34:50;BremenNext;end_of_ad_artificial
01/22/2024 17:54:02;1Live;start_of_ad
01/22/2024 17:56:42;Radio RST;start_of_ad
01/22/2024 17:57:00;1Live;end_of_ad
01/22/2024 17:57:38;Antenne AC;start_of_ad
01/22/2024 17:58:55;WDR 2;start_of_ad
01/22/2024 17:59:24;BAYERN 1;start_of_ad
01/22/2024 17:59:45;Radio RST;end_of_ad_artificial
01/22/2024 18:00:41;Antenne AC;end_of_ad_artificial
01/22/2024 18:01:58;WDR 2;end_of_ad_artificial
01/22/2024 18:02:26;BAYERN 1;end_of_ad_artificial
01/22/2024 18:27:56;Antenne AC;start_of_ad
01/22/2024 18:29:33;BAYERN 1;start_of_ad
01/22/2024 18:30:59;Antenne AC;end_of_ad_artificial
01/22/2024 18:32:34;BAYERN 1;end_of_ad_artificial
01/22/2024 18:43:11;BremenNext;start_of_ad
01/22/2024 18:44:48;BremenNext;end_of_ad
01/22/2024 18:55:16;Radio RST;start_of_ad
01/22/2024 18:56:11;1Live;start_of_ad
01/22/2024 18:56:56;Antenne AC;start_of_ad
01/22/2024 18:57:37;1Live;end_of_ad
01/22/2024 18:58:19;Radio RST;end_of_ad_artificial
01/22/2024 18:58:37;WDR 2;start_of_ad
01/22/2024 18:59:59;Antenne AC;end_of_ad_artificial
01/22/2024 19:01:39;WDR 2;end_of_ad_artificial
01/22/2024 20:17:25;Radio RST;start_of_ad
01/22/2024 20:20:28;Radio RST;end_of_ad_artificial
01/23/2024 05:56:10;Antenne AC;start_of_ad
01/23/2024 05:56:19;Radio RST;start_of_ad
01/23/2024 05:59:13;Antenne AC;end_of_ad_artificial
01/23/2024 05:59:22;Radio RST;end_of_ad_artificial
01/23/2024 06:25:07;BremenNext;start_of_ad
01/23/2024 06:25:42;Radio RST;start_of_ad
01/23/2024 06:26:25;Antenne AC;start_of_ad
01/23/2024 06:28:45;Radio RST;end_of_ad_artificial
01/23/2024 06:28:46;WDR 2;start_of_ad
01/23/2024 06:28:57;BAYERN 1;start_of_ad
01/23/2024 06:29:28;Antenne AC;end_of_ad_artificial
01/23/2024 06:31:08;BremenNext;end_of_ad_artificial
01/23/2024 06:31:48;WDR 2;end_of_ad_artificial
01/23/2024 06:32:00;BAYERN 1;end_of_ad_artificial
01/23/2024 06:53:42;BremenNext;start_of_ad
01/23/2024 06:54:06;Antenne AC;start_of_ad
01/23/2024 06:55:06;1Live;start_of_ad
01/23/2024 06:57:10;Antenne AC;end_of_ad_artificial
01/23/2024 06:57:18;1Live;end_of_ad
01/23/2024 06:58:51;WDR 2;start_of_ad
01/23/2024 06:59:44;BremenNext;end_of_ad_artificial
01/23/2024 07:01:54;WDR 2;end_of_ad_artificial
01/23/2024 07:21:42;100,5;start_of_ad
01/23/2024 07:24:43;100,5;end_of_ad_artificial
01/23/2024 07:24:51;Antenne AC;start_of_ad
01/23/2024 07:27:54;Antenne AC;end_of_ad_artificial
01/23/2024 07:28:46;BAYERN 1;start_of_ad
01/23/2024 07:28:46;WDR 2;start_of_ad
01/23/2024 07:31:49;BAYERN 1;end_of_ad_artificial
01/23/2024 07:31:50;WDR 2;end_of_ad_artificial
01/23/2024 07:50:09;100,5;start_of_ad
01/23/2024 07:53:13;100,5;end_of_ad_artificial
01/23/2024 07:54:13;BremenNext;start_of_ad
01/23/2024 07:54:57;Antenne AC;start_of_ad
01/23/2024 07:55:41;1Live;start_of_ad
01/23/2024 07:58:00;Antenne AC;end_of_ad_artificial
01/23/2024 07:59:14;WDR 2;start_of_ad
01/23/2024 07:59:37;BAYERN 1;start_of_ad
01/23/2024 08:00:16;BremenNext;end_of_ad_artificial
01/23/2024 08:01:43;1Live;end_of_ad_artificial
01/23/2024 08:02:18;WDR 2;end_of_ad_artificial
01/23/2024 08:02:39;BAYERN 1;end_of_ad_artificial
01/23/2024 08:21:35;100,5;start_of_ad
01/23/2024 08:24:38;100,5;end_of_ad_artificial
01/23/2024 08:25:43;Antenne AC;start_of_ad
01/23/2024 08:27:55;BremenNext;start_of_ad
01/23/2024 08:28:46;Antenne AC;end_of_ad_artificial
01/23/2024 08:28:55;WDR 2;start_of_ad
01/23/2024 08:28:56;BremenNext;end_of_ad
01/23/2024 08:29:22;BAYERN 1;start_of_ad
01/23/2024 08:31:59;WDR 2;end_of_ad_artificial
01/23/2024 08:32:25;BAYERN 1;end_of_ad_artificial
01/23/2024 08:52:14;BremenNext;start_of_ad
01/23/2024 08:53:20;BremenNext;end_of_ad
01/23/2024 08:53:38;Radio RST;start_of_ad
01/23/2024 08:53:47;Antenne AC;start_of_ad
01/23/2024 08:54:56;1Live;start_of_ad
01/23/2024 08:56:41;Radio RST;end_of_ad_artificial
01/23/2024 08:56:50;Antenne AC;end_of_ad_artificial
01/23/2024 08:56:53;1Live;end_of_ad
01/23/2024 08:59:08;BAYERN 1;start_of_ad
01/23/2024 08:59:37;WDR 2;start_of_ad
01/23/2024 09:02:10;BAYERN 1;end_of_ad_artificial
01/23/2024 09:02:41;WDR 2;end_of_ad_artificial
01/23/2024 09:24:55;Antenne AC;start_of_ad
01/23/2024 09:27:58;Antenne AC;end_of_ad_artificial
01/23/2024 09:28:19;WDR 2;start_of_ad
01/23/2024 09:28:57;BAYERN 1;start_of_ad
01/23/2024 09:31:23;WDR 2;end_of_ad_artificial
01/23/2024 09:32:01;BAYERN 1;end_of_ad_artificial
01/23/2024 09:52:56;BremenNext;start_of_ad
01/23/2024 09:54:07;BremenNext;end_of_ad
01/23/2024 09:55:51;1Live;start_of_ad
01/23/2024 09:57:02;1Live;end_of_ad
01/23/2024 09:59:28;WDR 2;start_of_ad
01/23/2024 10:02:28;WDR 2;end_of_ad_artificial
01/23/2024 10:29:08;WDR 2;start_of_ad
01/23/2024 10:30:13;BAYERN 1;start_of_ad
01/23/2024 10:32:11;WDR 2;end_of_ad_artificial
01/23/2024 10:33:15;BAYERN 1;end_of_ad_artificial
01/23/2024 10:45:22;BremenNext;start_of_ad
01/23/2024 10:51:26;BremenNext;end_of_ad_artificial
01/23/2024 10:55:17;1Live;start_of_ad
01/23/2024 10:55:19;Radio RST;start_of_ad
01/23/2024 10:56:21;Antenne AC;start_of_ad
01/23/2024 10:57:35;1Live;end_of_ad
01/23/2024 10:58:22;Radio RST;end_of_ad_artificial
01/23/2024 10:58:45;WDR 2;start_of_ad
01/23/2024 10:59:24;Antenne AC;end_of_ad_artificial
01/23/2024 11:01:48;WDR 2;end_of_ad_artificial
01/23/2024 11:23:40;Radio RST;start_of_ad
01/23/2024 11:23:48;100,5;start_of_ad
01/23/2024 11:26:43;Radio RST;end_of_ad_artificial
01/23/2024 11:26:51;100,5;end_of_ad_artificial
01/23/2024 11:29:49;WDR 2;start_of_ad
01/23/2024 11:31:09;BAYERN 1;start_of_ad
01/23/2024 11:32:52;WDR 2;end_of_ad_artificial
01/23/2024 11:34:11;BAYERN 1;end_of_ad_artificial
01/23/2024 11:44:26;BremenNext;start_of_ad
01/23/2024 11:50:28;BremenNext;end_of_ad_artificial
01/23/2024 11:51:29;100,5;start_of_ad
01/23/2024 11:54:32;100,5;end_of_ad_artificial
01/23/2024 11:54:52;Radio RST;start_of_ad
01/23/2024 11:54:57;1Live;start_of_ad
01/23/2024 11:56:16;Antenne AC;start_of_ad
01/23/2024 11:57:03;1Live;end_of_ad
01/23/2024 11:57:55;Radio RST;end_of_ad_artificial
01/23/2024 11:59:12;WDR 2;start_of_ad
01/23/2024 11:59:12;BAYERN 1;start_of_ad
01/23/2024 11:59:19;Antenne AC;end_of_ad_artificial
01/23/2024 12:02:15;WDR 2;end_of_ad_artificial
01/23/2024 12:02:16;BAYERN 1;end_of_ad_artificial
01/23/2024 12:18:34;BremenNext;start_of_ad
01/23/2024 12:19:42;BremenNext;end_of_ad
01/23/2024 12:24:18;100,5;start_of_ad
01/23/2024 12:27:21;100,5;end_of_ad_artificial
01/23/2024 12:27:41;Antenne AC;start_of_ad
01/23/2024 12:29:04;WDR 2;start_of_ad
01/23/2024 12:30:44;Antenne AC;end_of_ad_artificial
01/23/2024 12:32:05;WDR 2;end_of_ad_artificial
01/23/2024 12:45:03;BremenNext;start_of_ad
01/23/2024 12:51:05;BremenNext;end_of_ad_artificial
01/23/2024 12:52:53;Radio RST;start_of_ad
01/23/2024 12:54:17;Antenne AC;start_of_ad
01/23/2024 12:55:56;Radio RST;end_of_ad_artificial
01/23/2024 12:56:20;1Live;start_of_ad
01/23/2024 12:56:37;BAYERN 1;start_of_ad
01/23/2024 12:57:20;Antenne AC;end_of_ad_artificial
01/23/2024 12:59:38;BAYERN 1;end_of_ad_artificial
01/23/2024 12:59:54;WDR 2;start_of_ad
01/23/2024 13:02:21;1Live;end_of_ad_artificial
01/23/2024 13:02:56;WDR 2;end_of_ad_artificial
01/23/2024 13:23:26;100,5;start_of_ad
01/23/2024 13:26:30;100,5;end_of_ad_artificial
01/23/2024 13:30:02;BAYERN 1;start_of_ad
01/23/2024 13:30:03;WDR 2;start_of_ad
01/23/2024 13:33:05;BAYERN 1;end_of_ad_artificial
01/23/2024 13:33:08;WDR 2;end_of_ad_artificial
01/23/2024 13:44:00;BremenNext;start_of_ad
01/23/2024 13:50:05;BremenNext;end_of_ad_artificial
01/23/2024 13:52:00;100,5;start_of_ad
01/23/2024 13:53:35;Antenne AC;start_of_ad
01/23/2024 13:53:44;Radio RST;start_of_ad
01/23/2024 13:55:04;100,5;end_of_ad_artificial
01/23/2024 13:56:36;1Live;start_of_ad
01/23/2024 13:56:38;Antenne AC;end_of_ad_artificial
01/23/2024 13:56:47;Radio RST;end_of_ad_artificial
01/23/2024 13:58:00;1Live;end_of_ad
01/23/2024 13:59:29;WDR 2;start_of_ad
01/23/2024 13:59:49;BAYERN 1;start_of_ad
01/23/2024 14:02:30;WDR 2;end_of_ad_artificial
01/23/2024 14:02:53;BAYERN 1;end_of_ad_artificial
01/23/2024 14:24:19;100,5;start_of_ad
01/23/2024 14:25:04;BremenNext;start_of_ad
01/23/2024 14:26:07;BremenNext;end_of_ad
01/23/2024 14:26:07;Antenne AC;start_of_ad
01/23/2024 14:27:22;100,5;end_of_ad_artificial
01/23/2024 14:29:04;WDR 2;start_of_ad
01/23/2024 14:29:10;Antenne AC;end_of_ad_artificial
01/23/2024 14:29:49;BAYERN 1;start_of_ad
01/23/2024 14:32:04;WDR 2;end_of_ad_artificial
01/23/2024 14:32:52;BAYERN 1;end_of_ad_artificial
01/23/2024 14:51:34;100,5;start_of_ad
01/23/2024 14:52:45;BremenNext;start_of_ad
01/23/2024 14:53:54;BremenNext;end_of_ad
01/23/2024 14:54:14;Antenne AC;start_of_ad
01/23/2024 14:54:37;100,5;end_of_ad_artificial
01/23/2024 14:55:15;1Live;start_of_ad
01/23/2024 14:57:10;1Live;end_of_ad
01/23/2024 14:57:18;Antenne AC;end_of_ad_artificial
01/23/2024 14:59:07;WDR 2;start_of_ad
01/23/2024 14:59:11;BAYERN 1;start_of_ad
01/23/2024 15:02:11;WDR 2;end_of_ad_artificial
01/23/2024 15:02:15;BAYERN 1;end_of_ad_artificial
01/23/2024 15:24:16;Radio RST;start_of_ad
01/23/2024 15:24:19;100,5;start_of_ad
01/23/2024 15:26:33;Antenne AC;start_of_ad
01/23/2024 15:27:19;Radio RST;end_of_ad_artificial
01/23/2024 15:27:22;100,5;end_of_ad_artificial
01/23/2024 15:29:31;BAYERN 1;start_of_ad
01/23/2024 15:29:32;WDR 2;start_of_ad
01/23/2024 15:29:36;Antenne AC;end_of_ad_artificial
01/23/2024 15:32:34;BAYERN 1;end_of_ad_artificial
01/23/2024 15:32:36;WDR 2;end_of_ad_artificial
01/23/2024 15:51:25;100,5;start_of_ad
01/23/2024 15:53:04;BremenNext;start_of_ad
01/23/2024 15:54:17;BremenNext;end_of_ad
01/23/2024 15:54:28;100,5;end_of_ad_artificial
01/23/2024 15:55:24;Radio RST;start_of_ad
01/23/2024 15:55:59;Antenne AC;start_of_ad
01/23/2024 15:56:10;1Live;start_of_ad
01/23/2024 15:58:27;Radio RST;end_of_ad_artificial
01/23/2024 15:59:01;BAYERN 1;start_of_ad
01/23/2024 15:59:03;Antenne AC;end_of_ad_artificial
01/23/2024 15:59:03;WDR 2;start_of_ad
01/23/2024 16:02:03;WDR 2;end_of_ad_artificial
01/23/2024 16:02:04;BAYERN 1;end_of_ad_artificial
01/23/2024 16:02:13;1Live;end_of_ad_artificial
01/23/2024 16:22:39;Radio RST;start_of_ad
01/23/2024 16:24:36;100,5;start_of_ad
01/23/2024 16:25:42;Radio RST;end_of_ad_artificial
01/23/2024 16:26:19;Antenne AC;start_of_ad
01/23/2024 16:27:39;100,5;end_of_ad_artificial
01/23/2024 16:29:16;WDR 2;start_of_ad
01/23/2024 16:29:22;Antenne AC;end_of_ad_artificial
01/23/2024 16:29:41;BAYERN 1;start_of_ad
01/23/2024 16:32:16;WDR 2;end_of_ad_artificial
01/23/2024 16:32:44;BAYERN 1;end_of_ad_artificial
01/23/2024 16:50:03;BremenNext;start_of_ad
01/23/2024 16:54:40;Radio RST;start_of_ad
01/23/2024 16:55:37;Antenne AC;start_of_ad
01/23/2024 16:56:05;BremenNext;end_of_ad_artificial
01/23/2024 16:56:36;1Live;start_of_ad
01/23/2024 16:57:43;Radio RST;end_of_ad_artificial
01/23/2024 16:58:08;1Live;end_of_ad
01/23/2024 16:58:40;Antenne AC;end_of_ad_artificial
01/23/2024 16:59:05;BAYERN 1;start_of_ad
01/23/2024 16:59:24;WDR 2;start_of_ad
01/23/2024 17:02:08;BAYERN 1;end_of_ad_artificial
01/23/2024 17:02:24;WDR 2;end_of_ad_artificial
01/23/2024 17:21:49;100,5;start_of_ad
01/23/2024 17:22:26;BremenNext;start_of_ad
01/23/2024 17:24:08;BremenNext;end_of_ad
01/23/2024 17:24:42;Radio RST;start_of_ad
01/23/2024 17:24:52;100,5;end_of_ad_artificial
01/23/2024 17:26:10;Antenne AC;start_of_ad
01/23/2024 17:27:45;Radio RST;end_of_ad_artificial
01/23/2024 17:28:14;BAYERN 1;start_of_ad
01/23/2024 17:28:49;WDR 2;start_of_ad
01/23/2024 17:29:13;Antenne AC;end_of_ad_artificial
01/23/2024 17:31:16;BAYERN 1;end_of_ad_artificial
01/23/2024 17:31:49;WDR 2;end_of_ad_artificial
01/23/2024 17:49:22;100,5;start_of_ad
01/23/2024 17:49:46;BremenNext;start_of_ad
01/23/2024 17:51:31;BremenNext;end_of_ad
01/23/2024 17:52:25;100,5;end_of_ad_artificial
01/23/2024 17:54:35;1Live;start_of_ad
01/23/2024 17:55:54;Radio RST;start_of_ad
01/23/2024 17:57:14;Antenne AC;start_of_ad
01/23/2024 17:57:21;1Live;end_of_ad
01/23/2024 17:58:54;WDR 2;start_of_ad
01/23/2024 17:58:57;Radio RST;end_of_ad_artificial
01/23/2024 17:59:01;BAYERN 1;start_of_ad
01/23/2024 18:00:17;Antenne AC;end_of_ad_artificial
01/23/2024 18:01:54;WDR 2;end_of_ad_artificial
01/23/2024 18:02:05;BAYERN 1;end_of_ad_artificial
01/23/2024 18:18:29;BremenNext;start_of_ad
01/23/2024 18:19:08;BremenNext;end_of_ad
01/23/2024 18:28:31;Antenne AC;start_of_ad
01/23/2024 18:29:02;BAYERN 1;start_of_ad
01/23/2024 18:29:27;100,5;start_of_ad
01/23/2024 18:31:34;Antenne AC;end_of_ad_artificial
01/23/2024 18:32:05;BAYERN 1;end_of_ad_artificial
01/23/2024 18:32:30;100,5;end_of_ad_artificial
01/23/2024 18:47:29;BremenNext;start_of_ad
01/23/2024 18:53:32;BremenNext;end_of_ad_artificial
01/23/2024 18:55:14;Radio RST;start_of_ad
01/23/2024 18:56:56;Antenne AC;start_of_ad
01/23/2024 18:58:17;Radio RST;end_of_ad_artificial
01/23/2024 18:58:42;WDR 2;start_of_ad
01/23/2024 18:59:59;Antenne AC;end_of_ad_artificial
01/23/2024 19:01:41;100,5;start_of_ad
01/23/2024 19:01:42;WDR 2;end_of_ad_artificial
01/23/2024 19:04:43;100,5;end_of_ad_artificial
01/24/2024 05:23:34;Radio RST;start_of_ad
01/24/2024 05:26:37;Radio RST;end_of_ad_artificial
01/24/2024 05:56:16;Antenne AC;start_of_ad
01/24/2024 05:56:23;Radio RST;start_of_ad
01/24/2024 05:59:19;Antenne AC;end_of_ad_artificial
01/24/2024 05:59:26;Radio RST;end_of_ad_artificial
01/24/2024 06:23:41;100,5;start_of_ad
01/24/2024 06:23:49;BremenNext;start_of_ad
01/24/2024 06:26:22;Antenne AC;start_of_ad
01/24/2024 06:26:43;100,5;end_of_ad_artificial
01/24/2024 06:27:37;Radio RST;start_of_ad
01/24/2024 06:29:03;BAYERN 1;start_of_ad
01/24/2024 06:29:25;Antenne AC;end_of_ad_artificial
01/24/2024 06:29:33;WDR 2;start_of_ad
01/24/2024 06:29:53;BremenNext;end_of_ad_artificial
01/24/2024 06:30:40;Radio RST;end_of_ad_artificial
01/24/2024 06:32:04;BAYERN 1;end_of_ad_artificial
01/24/2024 06:32:36;WDR 2;end_of_ad_artificial
01/24/2024 06:49:30;100,5;start_of_ad
01/24/2024 06:51:32;BremenNext;start_of_ad
01/24/2024 06:52:33;100,5;end_of_ad_artificial
01/24/2024 06:53:59;1Live;start_of_ad
01/24/2024 06:56:38;1Live;end_of_ad
01/24/2024 06:57:33;BremenNext;end_of_ad_artificial
01/24/2024 06:58:55;WDR 2;start_of_ad
01/24/2024 07:01:58;WDR 2;end_of_ad_artificial
01/24/2024 07:21:35;100,5;start_of_ad
01/24/2024 07:24:13;Antenne AC;start_of_ad
01/24/2024 07:24:38;100,5;end_of_ad_artificial
01/24/2024 07:27:16;Antenne AC;end_of_ad_artificial
01/24/2024 07:28:16;WDR 2;start_of_ad
01/24/2024 07:29:41;BAYERN 1;start_of_ad
01/24/2024 07:31:20;WDR 2;end_of_ad_artificial
01/24/2024 07:32:43;BAYERN 1;end_of_ad_artificial
01/24/2024 07:50:18;100,5;start_of_ad
01/24/2024 07:53:21;100,5;end_of_ad_artificial
01/24/2024 07:53:36;BremenNext;start_of_ad
01/24/2024 07:55:05;1Live;start_of_ad
01/24/2024 07:55:21;Radio RST;start_of_ad
01/24/2024 07:56:04;Antenne AC;start_of_ad
01/24/2024 07:57:23;1Live;end_of_ad
01/24/2024 07:58:24;Radio RST;end_of_ad_artificial
01/24/2024 07:59:01;BAYERN 1;start_of_ad
01/24/2024 07:59:05;WDR 2;start_of_ad
01/24/2024 07:59:08;Antenne AC;end_of_ad_artificial
01/24/2024 07:59:39;BremenNext;end_of_ad_artificial
01/24/2024 08:02:01;BAYERN 1;end_of_ad_artificial
01/24/2024 08:02:09;WDR 2;end_of_ad_artificial
01/24/2024 08:21:31;100,5;start_of_ad
01/24/2024 08:24:35;100,5;end_of_ad_artificial
01/24/2024 08:25:36;Radio RST;start_of_ad
01/24/2024 08:26:59;Antenne AC;start_of_ad
01/24/2024 08:28:39;Radio RST;end_of_ad_artificial
01/24/2024 08:30:02;Antenne AC;end_of_ad_artificial
01/24/2024 08:30:10;BAYERN 1;start_of_ad
01/24/2024 08:33:10;BAYERN 1;end_of_ad_artificial
01/24/2024 08:51:08;100,5;start_of_ad
01/24/2024 08:54:11;100,5;end_of_ad_artificial
01/24/2024 08:54:35;BremenNext;start_of_ad
01/24/2024 08:55:33;Antenne AC;start_of_ad
01/24/2024 08:55:43;BremenNext;end_of_ad
01/24/2024 08:56:52;1Live;start_of_ad
01/24/2024 08:57:36;1Live;end_of_ad
01/24/2024 08:58:36;Antenne AC;end_of_ad_artificial
01/24/2024 08:58:38;WDR 2;start_of_ad
01/24/2024 09:01:41;WDR 2;end_of_ad_artificial
01/24/2024 09:21:33;100,5;start_of_ad
01/24/2024 09:24:36;100,5;end_of_ad_artificial
01/24/2024 09:25:53;Antenne AC;start_of_ad
01/24/2024 09:27:52;Radio RST;start_of_ad
01/24/2024 09:28:56;Antenne AC;end_of_ad_artificial
01/24/2024 09:29:17;WDR 2;start_of_ad
01/24/2024 09:30:55;Radio RST;end_of_ad_artificial
01/24/2024 09:32:20;WDR 2;end_of_ad_artificial
